rank,file,disease,assertions,pairs,assessed_pairs,mismatch_assertions,partial_assertions,mismatch_aspects,partial_aspects,match_aspects,root_mismatch,root_partial,root_match,max_p_mismatch,no_evidence,missing_snippet,invalid_input,api_error,not_assessed,ready,cached_pairs
458,kb/disorders/Charcot-Marie-Tooth_Disease_Axonal_Type_2Z.yaml,Charcot-Marie-Tooth Disease Axonal Type 2Z,60,72,45,17,28,93,106,170,4,32,9,0.95,27,0,0,0,0,0,0
459,kb/disorders/Childhood_Absence_Epilepsy.yaml,Childhood Absence Epilepsy,45,56,37,17,25,67,96,93,8,22,7,0.95,18,0,0,1,0,0,0
460,kb/disorders/Autosomal_Recessive_Nonsyndromic_Hearing_Loss_103.yaml,Autosomal Recessive Nonsyndromic Hearing Loss 103,41,74,68,17,31,209,209,242,4,46,18,0.94,6,0,0,0,0,0,0
461,kb/disorders/Autosomal_Dominant_Nonsyndromic_Hearing_Loss_17.yaml,Autosomal Dominant Nonsyndromic Hearing Loss 17,35,57,45,17,22,88,110,119,14,23,8,0.94,10,0,0,2,0,0,0
462,kb/disorders/Autosomal_Dominant_Aplasia_And_Myelodysplasia.yaml,Autosomal Dominant Aplasia and Myelodysplasia,33,45,34,17,17,57,66,103,5,20,9,0.94,11,0,0,0,0,0,0
463,kb/disorders/CHD2-Related_Developmental_and_Epileptic_Encephalopathy.yaml,CHD2-Related Developmental and Epileptic Encephalopathy,45,58,57,17,44,43,164,164,1,32,24,0.93,0,0,0,1,0,0,0
464,kb/disorders/Autism_Spectrum_Disorder-Epilepsy-Arthrogryposis_Syndrome.yaml,Autism Spectrum Disorder-Epilepsy-Arthrogryposis Syndrome,72,81,52,17,40,65,100,162,11,24,17,0.93,28,0,0,1,0,0,0
465,kb/disorders/Autosomal_Recessive_Nonsyndromic_Hearing_Loss_115.yaml,Autosomal Recessive Nonsyndromic Hearing Loss 115,40,56,38,17,21,71,115,121,5,27,6,0.9299999999999999,17,0,0,1,0,0,0
466,kb/disorders/Atrial_Standstill.yaml,Atrial Standstill,66,87,64,17,41,74,211,230,2,46,16,0.92,22,0,0,1,0,0,0
467,kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,Acquired Immunodeficiency Syndrome,52,64,64,17,31,41,78,248,5,26,33,0.92,0,0,0,0,0,0,64
468,kb/disorders/Charcot-Marie-Tooth_Disease_Type_2B2.yaml,Charcot-Marie-Tooth Disease Type 2B2,59,72,45,17,29,72,112,138,7,28,10,0.91,25,0,0,2,0,0,0
469,kb/disorders/Combined_Pituitary_Hormone_Deficiencies_Genetic_Form.yaml,"Combined Pituitary Hormone Deficiencies, Genetic Form",80,111,105,17,65,90,257,476,1,55,49,0.9,6,0,0,0,0,0,0
470,kb/disorders/Attention_Deficit-Hyperactivity_Disorder.yaml,Attention Deficit-Hyperactivity Disorder,50,67,67,17,47,58,199,210,2,44,21,0.9,0,0,0,0,0,0,0
471,kb/disorders/Alpha_Thalassemia.yaml,Alpha Thalassemia,61,65,36,17,30,32,100,127,1,28,7,0.9,29,0,0,0,0,0,0
472,kb/disorders/Collagenous_Sprue.yaml,Collagenous Sprue,30,64,63,17,29,105,168,212,3,41,19,0.9,1,0,0,0,0,0,0
473,kb/disorders/DECR_Deficiency.yaml,DECR Deficiency,59,69,43,17,31,59,71,199,6,15,22,0.88,25,0,0,1,0,0,0
474,kb/disorders/Alopecia_Areata.yaml,Alopecia Areata,51,57,52,17,37,34,94,229,1,21,30,0.8200000000000001,4,0,0,1,0,0,0
475,kb/disorders/Adult_Refsum_Disease.yaml,Adult Refsum Disease,86,112,111,17,75,47,226,392,3,65,43,0.82,1,0,0,0,0,0,0
476,kb/disorders/Autoimmune_Encephalitis.yaml,Autoimmune Encephalitis,90,92,77,17,65,48,145,260,5,39,33,0.82,15,0,0,0,0,0,0
477,kb/disorders/Achondrogenesis_Type_II.yaml,Achondrogenesis Type II,78,91,89,17,66,31,160,264,4,45,40,0.8099999999999999,1,0,0,1,0,0,0
478,kb/disorders/Chronic_Kidney_Disease.yaml,Chronic Kidney Disease,78,97,53,16,31,81,129,148,6,42,5,0.99,44,0,0,0,0,0,0
479,kb/disorders/Blount_Disease.yaml,Blount Disease,52,65,64,16,39,55,115,193,5,35,24,0.98,0,0,0,1,0,0,0
480,kb/disorders/Deoxyhypusine_Synthase_Deficiency.yaml,Deoxyhypusine Synthase Deficiency,51,58,41,16,26,47,79,172,5,17,19,0.98,17,0,0,0,0,0,0
481,kb/disorders/CNS_Vasculitis.yaml,CNS Vasculitis,62,99,89,16,46,77,175,341,4,49,36,0.95,10,0,0,0,0,0,0
482,kb/disorders/Carnitine-Acylcarnitine_Translocase_Deficiency.yaml,Carnitine-acylcarnitine Translocase Deficiency,88,107,106,16,69,92,253,421,3,52,51,0.9400000000000001,1,0,0,0,0,0,0
483,kb/disorders/Charcot-Marie-Tooth_Disease_Dominant_Intermediate_G.yaml,Charcot-Marie-Tooth Disease Dominant Intermediate G,65,81,52,16,34,58,118,154,9,35,8,0.93,28,0,0,1,0,0,0
484,kb/disorders/Action_Myoclonus-Renal_Failure_Syndrome.yaml,Action Myoclonus-Renal Failure Syndrome,55,76,56,16,33,76,124,203,4,35,17,0.92,20,0,0,0,0,0,33
485,kb/disorders/Brain_Arteriovenous_Malformation.yaml,Brain arteriovenous malformation,61,87,64,16,32,78,160,278,3,40,21,0.92,22,0,0,1,0,0,0
486,kb/disorders/ANK2_Ankyrin_B_Syndrome.yaml,"Cardiac Arrhythmia, Ankyrin-B-Related",67,78,73,16,50,35,114,336,1,31,41,0.91,3,0,0,2,0,0,27
487,kb/disorders/Autosomal_Recessive_Nonsyndromic_Hearing_Loss_26.yaml,Autosomal Recessive Nonsyndromic Hearing Loss 26,31,62,50,16,18,109,101,159,10,36,4,0.91,11,0,0,1,0,0,0
488,kb/disorders/Adult-Onset_Still_Disease.yaml,Adult-Onset Still Disease,56,61,61,16,50,55,135,222,1,27,33,0.9,0,0,0,0,0,0,0
489,kb/disorders/Autosomal_Recessive_Nonsyndromic_Hearing_Loss_77.yaml,Autosomal Recessive Nonsyndromic Hearing Loss 77,39,58,46,16,27,96,109,175,3,27,16,0.89,10,0,0,2,0,0,0
490,kb/disorders/Brain_Small_Vessel_Disease_1_With_Or_Without_Ocular_Anomalies.yaml,Brain Small Vessel Disease 1 With Or Without Ocular Anomalies,55,72,71,16,47,38,149,216,9,43,19,0.88,1,0,0,0,0,0,0
491,kb/disorders/Adenoid_Cystic_Carcinoma.yaml,Adenoid Cystic Carcinoma,72,99,74,16,43,60,189,273,1,57,16,0.86,25,0,0,0,0,0,31
492,kb/disorders/Angiosarcoma.yaml,Angiosarcoma,57,82,76,16,43,67,198,355,3,47,26,0.86,6,0,0,0,0,0,0
493,kb/disorders/Behcets_Disease.yaml,Behcet's Disease,54,55,34,16,33,19,64,141,0,11,23,0.86,20,0,0,1,0,0,0
494,kb/disorders/Aortic_Valve_Disease_2.yaml,Aortic Valve Disease 2,39,57,55,16,37,42,174,133,6,42,7,0.83,0,0,0,2,0,0,0
495,kb/disorders/Bartter_Syndrome.yaml,Bartter syndrome,94,102,68,16,49,44,201,329,1,37,30,0.78,33,0,0,1,0,0,0
496,kb/disorders/Deafness-Lymphedema-Leukemia_Syndrome.yaml,deafness-lymphedema-leukemia syndrome,52,60,49,16,28,33,72,175,8,18,23,0.76,11,0,0,0,0,0,0
497,kb/disorders/Aminoacylase_1_Deficiency.yaml,Aminoacylase 1 Deficiency,59,77,71,15,46,54,160,229,3,42,26,0.98,5,0,0,1,0,0,0
498,kb/disorders/Autoimmune_Polyendocrine_Syndrome_Type_1.yaml,Autoimmune Polyendocrine Syndrome Type 1,71,91,62,15,41,72,146,198,2,46,14,0.98,29,0,0,0,0,0,0
499,kb/disorders/Combined_Oxidative_Phosphorylation_Defect_Type_30.yaml,Combined Oxidative Phosphorylation Defect Type 30,41,55,52,15,37,55,124,129,12,34,6,0.98,3,0,0,0,0,0,0
500,kb/disorders/Autosomal_Recessive_Nonsyndromic_Hearing_Loss_104.yaml,Autosomal Recessive Nonsyndromic Hearing Loss 104,48,60,39,15,26,47,163,142,6,26,7,0.98,21,0,0,0,0,0,0
501,kb/disorders/Craniodiaphyseal_Dysplasia.yaml,Craniodiaphyseal Dysplasia,81,94,61,15,40,32,112,271,4,22,35,0.97,33,0,0,0,0,0,0
502,kb/disorders/Brachydactyly_Type_A1.yaml,Brachydactyly Type A1,56,82,69,15,37,36,240,232,2,36,31,0.97,13,0,0,0,0,0,0
503,kb/disorders/Combined_Immunodeficiency_Due_To_GINS1_Deficiency.yaml,Combined Immunodeficiency Due To GINS1 Deficiency,67,79,55,15,38,78,129,226,6,29,20,0.96,22,0,0,2,0,0,0
504,kb/disorders/BBOX1-Related_Carnitine_Biosynthesis_Deficiency.yaml,BBOX1-Related Carnitine Biosynthesis Deficiency,64,82,59,15,37,100,161,223,4,39,16,0.96,21,0,0,2,0,0,0
505,kb/disorders/Fibrodysplasia_Ossificans_Progressiva.yaml,Fibrodysplasia Ossificans Progressiva,57,68,52,15,30,44,75,209,5,18,29,0.96,14,0,0,2,0,0,0
506,kb/disorders/Down_syndrome.yaml,Down_syndrome,55,68,53,15,27,59,84,206,7,25,21,0.96,15,0,0,0,0,0,0
507,kb/disorders/Autosomal_Dominant_Nonsyndromic_Hearing_Loss_11.yaml,Autosomal Dominant Nonsyndromic Hearing Loss 11,32,62,56,15,26,100,142,127,7,38,11,0.96,6,0,0,0,0,0,0
508,kb/disorders/CD25_Deficiency.yaml,CD25 Deficiency,97,122,96,15,60,52,199,397,1,49,46,0.94,26,0,0,0,0,0,0
509,kb/disorders/Autosomal_Recessive_Nonsyndromic_Hearing_Loss_79.yaml,Autosomal Recessive Nonsyndromic Hearing Loss 79,41,70,55,15,24,166,166,183,8,34,13,0.94,15,0,0,0,0,0,0
510,kb/disorders/CADASIL_Type_1.yaml,CADASIL Type 1,51,71,71,15,50,70,227,231,2,53,16,0.93,0,0,0,0,0,0,0
511,kb/disorders/ACAD9_Deficiency.yaml,ACAD9 Deficiency,46,70,69,15,42,70,185,233,3,44,22,0.93,1,0,0,0,0,0,69
512,kb/disorders/Alternating_Hemiplegia_of_Childhood.yaml,Alternating Hemiplegia of Childhood,46,64,48,15,30,60,128,158,6,28,14,0.93,15,0,0,1,0,0,0
513,kb/disorders/5-Oxoprolinase_Deficiency.yaml,5-Oxoprolinase Deficiency,38,67,61,15,29,126,139,192,6,37,18,0.93,6,0,0,0,0,0,35
514,kb/disorders/Carboxypeptidase_N_Deficiency.yaml,Carboxypeptidase N Deficiency,47,58,47,15,30,30,129,174,1,30,16,0.92,11,0,0,0,0,0,0
515,kb/disorders/Autosomal_Dominant_Hyper-IgE_Syndrome.yaml,Autosomal Dominant Hyper-IgE Syndrome,59,68,53,15,36,24,129,228,1,33,19,0.91,15,0,0,0,0,0,0
516,kb/disorders/Chronic_Lymphocytic_Inflammation_With_Pontine_Perivascular_Enhancement_Responsive_To_Steroids.yaml,Chronic Lymphocytic Inflammation With Pontine Perivascular Enhancement Responsive To Steroids,45,70,57,15,32,67,125,179,6,34,17,0.91,11,0,0,2,0,0,0
517,kb/disorders/Adamantinoma.yaml,Adamantinoma,41,65,52,15,26,59,121,151,2,40,10,0.91,13,0,0,0,0,0,0
518,kb/disorders/Congenital_Adrenal_Hyperplasia.yaml,Congenital Adrenal Hyperplasia,63,93,70,15,37,109,237,326,6,43,21,0.9,23,0,0,0,0,0,0
519,kb/disorders/Carbon_Monoxide_Poisoning.yaml,Carbon Monoxide Poisoning,70,80,65,15,37,26,117,255,1,35,29,0.9,15,0,0,0,0,0,0
520,kb/disorders/Acromesomelic_Dysplasia_Grebe_Type.yaml,Acromesomelic Dysplasia Grebe Type,38,67,64,15,32,75,227,215,1,43,20,0.89,3,0,0,0,0,0,64
521,kb/disorders/Anal_Canal_Carcinoma.yaml,Anal Canal Carcinoma,46,50,40,15,31,40,109,120,5,26,9,0.88,10,0,0,0,0,0,0
522,kb/disorders/COPA_Syndrome.yaml,COPA Syndrome,95,119,74,15,48,40,202,251,1,61,12,0.87,44,0,0,1,0,0,0
523,kb/disorders/ATRX_Syndrome.yaml,ATR-X-Related Syndrome,65,86,84,15,56,50,179,331,2,32,50,0.86,0,0,0,2,0,0,0
524,kb/disorders/Frias_Syndrome.yaml,Frias syndrome,42,48,34,15,20,70,128,156,10,14,10,0.84,14,0,0,0,0,0,0
525,kb/disorders/Anti-GBM_Disease.yaml,Anti-Glomerular Basement Membrane Disease,61,75,72,15,52,37,163,234,0,44,28,0.82,3,0,0,0,0,0,0
526,kb/disorders/CYFIP2-Related_Developmental_and_Epileptic_Encephalopathy.yaml,CYFIP2-Related Developmental and Epileptic Encephalopathy,50,63,46,15,29,28,115,166,0,32,14,0.82,17,0,0,0,0,0,0
527,kb/disorders/ALG6-Congenital_Disorder_of_Glycosylation.yaml,ALG6-congenital disorder of glycosylation,55,78,72,14,43,46,144,258,6,40,26,1.0,6,0,0,0,0,0,72
528,kb/disorders/Behr_Syndrome.yaml,Behr Syndrome,72,80,50,14,40,51,124,139,7,26,17,0.98,29,0,0,1,0,0,0
529,kb/disorders/CNGB1-Related_Retinopathy.yaml,CNGB1-Related Retinopathy,51,61,49,14,36,53,151,187,0,39,10,0.98,12,0,0,0,0,0,0
530,kb/disorders/Chronic_Myeloid_Leukemia.yaml,"Chronic Myeloid Leukemia, BCR-ABL1 Positive",56,66,37,14,26,87,104,156,1,28,8,0.98,28,0,0,1,0,0,0
531,kb/disorders/Central_Nervous_System_Germ_Cell_Tumor.yaml,Central Nervous System Germ Cell Tumor,82,125,83,14,36,353,212,252,8,58,17,0.96,41,0,0,1,0,0,0
532,kb/disorders/3-Hydroxyisobutyryl-CoA_Hydrolase_Deficiency.yaml,3-hydroxyisobutyryl-CoA hydrolase deficiency,85,109,93,14,65,52,237,376,4,51,38,0.95,16,0,0,0,0,0,93
533,kb/disorders/COFS_Syndrome.yaml,COFS Syndrome,55,75,74,14,49,39,176,250,3,42,29,0.95,0,0,0,1,0,0,0
534,kb/disorders/Cardiac_Facial_And_Digital_Anomalies_With_Developmental_Delay.yaml,"Cardiac, Facial, and Digital Anomalies with Developmental Delay",51,71,55,14,30,114,103,172,9,25,21,0.95,15,0,0,1,0,0,0
535,kb/disorders/Arsenic_Poisoning.yaml,Arsenic Poisoning,62,71,70,14,46,32,118,323,1,27,42,0.94,0,0,0,1,0,0,0
536,kb/disorders/Acute_Alcohol_Sensitivity.yaml,Acute Alcohol Sensitivity,40,68,61,14,31,71,114,169,15,34,12,0.94,7,0,0,0,0,0,0
537,kb/disorders/Chondrosarcoma.yaml,Chondrosarcoma,51,65,54,14,30,75,151,294,2,32,20,0.94,11,0,0,0,0,0,0
538,kb/disorders/Chronic_Beryllium_Disease.yaml,Chronic Beryllium Disease,49,62,36,14,22,54,148,105,2,29,5,0.94,26,0,0,0,0,0,0
539,kb/disorders/E-Cigarette_or_Vaping_Product_Use-Associated_Lung_Injury.yaml,E-Cigarette or Vaping Product Use-Associated Lung Injury,46,57,44,14,30,65,94,124,2,24,18,0.93,13,0,0,0,0,0,0
540,kb/disorders/Ameloblastoma.yaml,Ameloblastoma,54,64,64,14,37,37,130,261,1,34,29,0.92,0,0,0,0,0,0,0
541,kb/disorders/EVEN-PLUS_Syndrome.yaml,EVEN-PLUS Syndrome,39,66,58,14,30,62,197,165,3,43,12,0.92,8,0,0,0,0,0,0
542,kb/disorders/Autosomal_Dominant_Charcot-Marie-Tooth_Disease_Type_2W.yaml,Autosomal dominant Charcot-Marie-Tooth disease type 2W,39,55,42,14,21,56,117,150,5,24,13,0.92,12,0,0,1,0,0,0
543,kb/disorders/16p11.2_Deletion_Syndrome.yaml,16p11.2 Deletion Syndrome,85,101,90,14,54,48,121,369,1,34,55,0.91,11,0,0,0,0,0,90
544,kb/disorders/Cornelia_de_Lange_Syndrome.yaml,Cornelia de Lange syndrome,98,121,77,14,51,83,191,299,1,33,43,0.91,42,0,0,2,0,0,0
545,kb/disorders/Congenital_Disorder_of_Glycosylation_Type_IIw.yaml,"Congenital Disorder of Glycosylation, Type IIw",56,77,60,14,36,55,118,214,7,28,25,0.91,17,0,0,0,0,0,0
546,kb/disorders/Cooks_Syndrome.yaml,Cooks Syndrome,27,44,38,14,20,95,133,103,6,28,4,0.91,6,0,0,0,0,0,0
547,kb/disorders/Caroli_Disease.yaml,Caroli disease,55,69,50,14,36,67,187,160,5,39,6,0.9,19,0,0,0,0,0,0
548,kb/disorders/Congenital_Myasthenic_Syndrome_7.yaml,Congenital Myasthenic Syndrome 7,51,74,53,14,27,47,138,245,6,36,11,0.9,20,0,0,1,0,0,0
549,kb/disorders/46_XY_DSD_Due_to_17_Beta_Hydroxysteroid_Dehydrogenase_3_Deficiency.yaml,"46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency",65,82,80,14,56,37,146,320,3,26,51,0.89,2,0,0,0,0,0,80
550,kb/disorders/Autoimmune_Enteropathy.yaml,Autoimmune Enteropathy,45,55,47,14,30,41,128,153,1,29,17,0.89,8,0,0,0,0,0,0
551,kb/disorders/8p_Inverted_Duplication_Deletion_Syndrome.yaml,8p Inverted Duplication Deletion Syndrome,153,173,125,14,76,39,171,446,5,50,70,0.87,46,0,0,2,0,0,41
552,kb/disorders/Combined_Oxidative_Phosphorylation_Defect_Type_37.yaml,Combined Oxidative Phosphorylation Defect Type 37,49,69,55,14,33,74,156,224,3,42,10,0.87,14,0,0,0,0,0,0
553,kb/disorders/Charcot-Marie-Tooth_Disease_Dominant_Intermediate_B.yaml,Charcot-Marie-Tooth Disease Dominant Intermediate B,55,67,49,14,32,48,118,172,3,25,21,0.87,18,0,0,0,0,0,0
554,kb/disorders/Combined_Oxidative_Phosphorylation_Defect_Type_24.yaml,Combined Oxidative Phosphorylation Defect Type 24,63,73,40,14,27,67,113,141,6,23,11,0.87,32,0,0,1,0,0,0
555,kb/disorders/Beta-Ketothiolase_Deficiency.yaml,Beta-Ketothiolase Deficiency,93,119,106,14,74,68,267,433,3,51,52,0.85,12,0,0,1,0,0,0
556,kb/disorders/Developmental_Malformations-Deafness-Dystonia_Syndrome.yaml,Developmental Malformations-Deafness-Dystonia Syndrome,43,53,42,14,31,29,122,170,5,24,13,0.83,11,0,0,0,0,0,0
557,kb/disorders/ANK2_Related_Complex_Neurodevelopmental_Disorder.yaml,ANK2-Related Complex Neurodevelopmental Disorder,56,66,65,14,43,23,121,284,1,30,34,0.82,1,0,0,0,0,0,0
558,kb/disorders/Brachydactyly_Type_A2.yaml,Brachydactyly Type A2,45,63,51,14,32,57,272,201,1,38,12,0.79,12,0,0,0,0,0,0
559,kb/disorders/Dilated_Cardiomyopathy_1EE.yaml,Dilated Cardiomyopathy 1EE,40,46,25,13,16,28,49,111,7,12,6,0.99,21,0,0,0,0,0,0
560,kb/disorders/Autosomal_Recessive_Nonsyndromic_Hearing_Loss_98.yaml,Autosomal Recessive Nonsyndromic Hearing Loss 98,29,49,39,13,16,97,63,96,13,18,8,0.99,9,0,0,1,0,0,0
561,kb/disorders/COA5-Related_Fatal_Infantile_Cardioencephalomyopathy.yaml,COA5-Related Fatal Infantile Cardioencephalomyopathy,56,70,54,13,32,70,136,213,3,36,15,0.98,16,0,0,0,0,0,0
562,kb/disorders/Contractures_Pterygia_and_Spondylocarpotarsal_Fusion_Syndrome_1A.yaml,"Contractures, Pterygia, and Spondylocarpotarsal Fusion Syndrome 1A",42,54,33,13,19,69,54,112,9,14,10,0.98,21,0,0,0,0,0,0
563,kb/disorders/Autosomal_Recessive_Robinow_Syndrome.yaml,Autosomal Recessive Robinow Syndrome,66,72,43,13,35,35,106,161,2,23,18,0.97,29,0,0,0,0,0,0
564,kb/disorders/Alveolar_Capillary_Dysplasia_with_Misalignment_of_Pulmonary_Veins.yaml,Alveolar capillary dysplasia with misalignment of pulmonary veins,52,74,56,13,29,70,131,159,4,33,19,0.97,17,0,0,1,0,0,0
565,kb/disorders/DEGCAGS_Syndrome.yaml,DEGCAGS Syndrome,101,155,106,13,52,141,302,393,5,65,36,0.96,49,0,0,0,0,0,0
566,kb/disorders/Developmental_Delay_Hypotonia_Musculoskeletal_Defects_And_Behavioral_Abnormalities.yaml,"Developmental Delay, Hypotonia, Musculoskeletal Defects, and Behavioral Abnormalities",56,64,49,13,39,49,152,189,3,28,18,0.96,15,0,0,0,0,0,0
567,kb/disorders/2q37_Microdeletion_Syndrome.yaml,2q37 Microdeletion Syndrome,60,73,51,13,34,35,94,127,7,26,18,0.96,22,0,0,0,0,0,51
568,kb/disorders/Familial_Adenomatous_Polyposis.yaml,Familial Adenomatous Polyposis,39,56,39,13,20,67,95,119,4,29,6,0.96,17,0,0,0,0,0,0
569,kb/disorders/Becker_Muscular_Dystrophy.yaml,Becker Muscular Dystrophy,33,48,40,13,26,46,100,109,1,33,6,0.95,6,0,0,2,0,0,0
570,kb/disorders/Avascular_Necrosis_Of_Femoral_Head_Primary_2.yaml,"Avascular Necrosis of Femoral Head, Primary, 2",33,46,35,13,20,73,64,119,13,16,6,0.95,11,0,0,0,0,0,0
571,kb/disorders/COA6-Related_Fatal_Infantile_Cardioencephalomyopathy.yaml,COA6-Related Fatal Infantile Cardioencephalomyopathy,41,63,50,13,27,87,145,262,2,35,13,0.94,13,0,0,0,0,0,0
572,kb/disorders/Cardiomyopathy_Dilated_100.yaml,Cardiomyopathy Dilated 100,31,42,31,13,17,77,100,124,6,21,4,0.94,11,0,0,0,0,0,0
573,kb/disorders/Combined_Oxidative_Phosphorylation_Deficiency_34.yaml,Combined Oxidative Phosphorylation Deficiency 34,55,68,42,13,27,37,125,150,3,34,5,0.93,26,0,0,0,0,0,0
574,kb/disorders/Cardiospondylocarpofacial_Syndrome.yaml,Cardiospondylocarpofacial syndrome,93,112,101,13,74,59,208,420,2,49,50,0.92,11,0,0,0,0,0,0
575,kb/disorders/Charcot-Marie-Tooth_Disease_Type_1E.yaml,Charcot-Marie-Tooth Disease Type 1E,55,62,39,13,28,65,100,141,5,25,9,0.92,23,0,0,0,0,0,0
576,kb/disorders/Bone_Marrow_Failure_Syndrome_6.yaml,Bone Marrow Failure Syndrome 6,56,65,49,13,37,76,117,190,3,33,13,0.91,16,0,0,0,0,0,0
577,kb/disorders/FGF12-Related_Developmental_and_Epileptic_Encephalopathy.yaml,FGF12-Related Developmental and Epileptic Encephalopathy,40,51,35,13,18,47,75,130,6,19,10,0.91,16,0,0,0,0,0,0
578,kb/disorders/Abdominal_Aortic_Aneurysm.yaml,Abdominal Aortic Aneurysm,60,71,52,13,35,45,104,210,1,32,19,0.9,19,0,0,0,0,0,0
579,kb/disorders/Charcot-Marie-Tooth_Disease_Recessive_Intermediate_D.yaml,Charcot-Marie-Tooth Disease Recessive Intermediate D,38,47,36,13,26,58,125,116,5,26,5,0.9,11,0,0,0,0,0,0
580,kb/disorders/Carnitine_Palmitoyltransferase_1A_Deficiency.yaml,Carnitine Palmitoyltransferase 1A Deficiency,53,63,59,13,44,36,180,155,4,39,16,0.88,3,0,0,1,0,0,0
581,kb/disorders/Calvarial_Doughnut_Lesions-bone_Fragility_Syndrome.yaml,Calvarial Doughnut Lesions-Bone Fragility Syndrome,55,79,60,13,34,39,153,256,2,37,21,0.88,19,0,0,0,0,0,0
582,kb/disorders/Ainhum.yaml,Ainhum,45,55,54,13,33,46,106,188,0,28,26,0.88,0,0,0,1,0,0,0
583,kb/disorders/Charcot-Marie-Tooth_Disease_Type_4C.yaml,Charcot-Marie-Tooth Disease Type 4C,88,109,74,13,48,45,179,289,2,47,25,0.87,35,0,0,0,0,0,0
584,kb/disorders/COL11A2_Skeletal_Spectrum.yaml,COL11A2-Related Skeletal Spectrum,40,48,47,13,32,33,106,142,7,22,18,0.87,0,0,0,1,0,0,0
585,kb/disorders/COL11A2_Hearing_Loss.yaml,COL11A2-Related Hearing Loss,18,24,24,13,16,50,41,63,10,11,3,0.87,0,0,0,0,0,0,0
586,kb/disorders/Burn-McKeown_Syndrome.yaml,Burn-McKeown Syndrome,70,100,67,13,37,51,196,296,1,44,22,0.86,33,0,0,0,0,0,0
587,kb/disorders/Congenital_Laryngomalacia.yaml,Congenital Laryngomalacia,53,63,47,13,34,38,109,136,2,36,9,0.86,16,0,0,0,0,0,0
588,kb/disorders/Dilated_Cardiomyopathy_1X.yaml,Dilated Cardiomyopathy 1X,36,41,29,13,22,29,73,80,6,17,6,0.86,12,0,0,0,0,0,0
589,kb/disorders/Cerebral_Palsy.yaml,Cerebral Palsy,74,82,51,13,40,23,104,193,4,31,16,0.85,31,0,0,0,0,0,0
590,kb/disorders/Beta_Thalassemia.yaml,Beta Thalassemia,79,80,29,13,22,31,82,133,1,14,14,0.83,51,0,0,0,0,0,0
591,kb/disorders/AIP-related_pituitary_adenoma_predisposition.yaml,AIP-related pituitary adenoma predisposition,61,79,75,13,44,42,165,379,2,35,38,0.82,4,0,0,0,0,0,75
592,kb/disorders/Campylobacteriosis.yaml,Campylobacteriosis,63,72,71,12,28,38,53,239,3,17,51,0.98,0,0,0,1,0,0,0
593,kb/disorders/CLOVES_Syndrome.yaml,CLOVES Syndrome,93,121,81,12,48,62,181,238,7,41,33,0.96,40,0,0,0,0,0,0
594,kb/disorders/Chromosome_17q12_Duplication_Syndrome.yaml,Chromosome 17q12 Duplication Syndrome,75,91,59,12,33,37,102,236,4,33,22,0.96,32,0,0,0,0,0,0
595,kb/disorders/Charcot-Marie-Tooth_Disease_Type_4K.yaml,Charcot-Marie-Tooth Disease Type 4K,32,36,25,12,14,31,34,92,10,10,5,0.96,11,0,0,0,0,0,0
596,kb/disorders/CCDC115-CDG.yaml,CCDC115-CDG,54,70,46,12,29,83,117,148,6,25,15,0.95,24,0,0,0,0,0,0
597,kb/disorders/Acoustic_Neuroma.yaml,Acoustic Neuroma,53,66,64,12,44,52,147,249,1,42,21,0.94,2,0,0,0,0,0,9
598,kb/disorders/AR_Cerebellar_Ataxia-Saccadic_Intrusion_Syndrome.yaml,Autosomal Recessive Cerebellar Ataxia-Saccadic Intrusion Syndrome,50,65,58,12,40,50,144,198,6,36,16,0.94,7,0,0,0,0,0,58
599,kb/disorders/Arthrogryposis_Multiplex_Congenita.yaml,Arthrogryposis Multiplex Congenita,43,53,51,12,39,37,126,118,2,36,13,0.94,1,0,0,1,0,0,0
600,kb/disorders/Charcot-Marie-Tooth_Disease_Demyelinating_Type_1G.yaml,"Charcot-Marie-Tooth Disease, Demyelinating, Type 1G",61,72,46,12,34,52,140,168,2,33,11,0.94,26,0,0,0,0,0,0
601,kb/disorders/Ankylosing_Spondylitis.yaml,Ankylosing Spondylitis,83,91,46,12,31,112,136,194,0,24,22,0.94,44,0,0,1,0,0,0
602,kb/disorders/Baraitser-Winter_Cerebrofrontofacial_Syndrome.yaml,Baraitser-Winter Cerebrofrontofacial Syndrome,59,64,32,12,22,68,143,121,1,21,10,0.94,32,0,0,0,0,0,0
603,kb/disorders/Chronic_Myelomonocytic_Leukemia.yaml,Chronic Myelomonocytic Leukemia,35,39,36,12,25,26,70,155,0,17,19,0.93,3,0,0,0,0,0,1
604,kb/disorders/Charcot-Marie-Tooth_Disease_Type_2.yaml,Charcot-Marie-Tooth Disease Type 2,68,81,58,12,43,52,157,251,1,37,20,0.9299999999999999,23,0,0,0,0,0,0
605,kb/disorders/Beare-Stevenson_Cutis_Gyrata_Syndrome.yaml,Beare-Stevenson Cutis Gyrata Syndrome,63,88,65,12,36,84,175,223,0,40,25,0.92,23,0,0,0,0,0,0
606,kb/disorders/Autosomal_Recessive_Congenital_Ichthyosis.yaml,Autosomal Recessive Congenital Ichthyosis,56,65,42,12,24,71,99,196,1,24,17,0.91,22,0,0,1,0,0,0
